Nome;Nazione;Citta;Indirizzo;Latitudine;Longitudine;Fascia_di_prezzo;Delivery;Online;Tipo_di_cucina
POTS;Germany;Neustadt an der Waldnaab;Potsdamer Platz 3 Berlin 10785 Germany;525.101.659;133.753.068;1000;No;No;German Modern Cuisine
Restaurant MA 1 4hle;Germany;Heringsdorf;MA 1 4hlenstraAYe 26 Binzen 79589 Germany;476.347.203;76.257.354;1000;No;No;Contemporary Mediterranean Cuisine
Die Ratsstuben;Germany;Berlin;Kirchenplatz 1 Ettlingen 76275 Germany;489.414.628;8.407.758;1000;No;No;International
Berta;Germany;Binzen;StresemannstraAYe 99 Berlin 10963 Germany;52.505.803;133.803.159;1000;No;No;Israeli Contemporary
KOS fine dining;Germany;Ettlingen;Hamburger Chaussee 183 Kiel 24113 Germany;542.993.596;101.068.319;1000;No;No;Contemporary
Restaurant 1831;Germany;Berlin;August-Thyssen-StraAYe 51 Essen 45219 Germany;513.617.978;69.173.244;1000;No;No;French Contemporary Modern French
Fritz s Frau Franzi;Germany;Kiel;AdersstraAYe 8 DA 1 4sseldorf 40215 Germany;512.182.494;67.775.864;1000;No;No;Creative International
Ontra;Germany;Essen;Franz-Mayer-StraAYe 5a Regensburg 93053 Germany;490.016.611;121.022.688;1000;No;No;Farm to table Contemporary
l Ecume;Germany;DA 1 4sseldorf;Friedberger LandstraAYe 62 Frankfurt on the Main 60316 Germany;50.122.521;86.915.254;1000;No;No;Modern French French Contemporary
Margaux;Germany;Regensburg;Kornmarkt 7 Limburg an der Lahn 65549 Germany;503.880.334;80.647.968;1000;No;No;Farm to table Creative
Feinschliff;Germany;Frankfurt on the Main;Kirchplatz 8 Sinzig 53489 Germany;505.452.526;72.521.643;1000;No;No;Modern Cuisine European Contemporary
Hof Grothues-Potthoff - Hasenklee;Germany;Limburg an der Lahn;Hof Grothues-Potthoff 4 Senden 48308 Germany;518.582.427;74.993.127;1000;No;No;Farm to table Modern Cuisine
Ivy;Germany;Sinzig;KarlstraAYe 34 Karlsruhe 76133 Germany;49.006.737;8.394.522;1000;No;No;Contemporary International
Ahlmanns;Germany;Senden;Niemannsweg 102 Kiel 24105 Germany;543.387.107;101.513.168;1000;No;No;Creative Seasonal Cuisine
Fangfrisch;Germany;Karlsruhe;An der Untertrave 51 LA 1 4beck 23552 Germany;538.722.931;106.836.572;1000;No;No;Regional Cuisine Seafood
Zwo20;Germany;Kiel;Schrottgasse 12 Passau 94032 Germany;485.743.103;134.680.915;1000;No;No;Modern Cuisine International
JAPATAPA TOSHIBAR;Germany;LA 1 4beck;MarschallstraAYe 2 Munich 80802 Germany;481.635.859;115.881.727;1000;No;No;Japanese
Eatrenalin;Germany;Passau;Roland-Mack-Ring 5 Rust 77977 Germany;482.617.631;77.377.402;1000;No;No;Modern Cuisine Creative
Landgasthof Adler;Germany;Munich;Ellwanger StraAYe 15 Rosenberg 73494 Germany;490.198.683;100.363.909;1000;No;No;Farm to table Regional Cuisine
Von Korff;Germany;Rust;Le-Puy-StraAYe 19 Meschede 59872 Germany;513.490.406;82.797.025;100;No;No;International Contemporary
In Vino Veritas;Germany;Rosenberg;Steinacher StraAYe 9 Haslach im Kinzigtal 77716 Germany;482.782.824;80.841.633;1000;No;No;Farm to table International
Rodesand;Germany;Meschede;Rothensande 1 Bad Malente-GremsmA 1 4hlen 23714 Germany;541.634.443;105.782.977;1000;No;No;Modern French Farm to table
Ratsstube;Germany;Haslach im Kinzigtal;Rathausplatz 1 Limbach-Oberfrohna 09212 Germany;508.584.661;127.679.344;1000;No;No;Modern Cuisine Farm to table
Gutsschenke;Germany;Bad Malente-GremsmA 1 4hlen;Monrepos 22 Ludwigsburg 71634 Germany;48.921.323;91.674.247;1000;No;No;Country cooking Contemporary
WEINrestaurant Ayler Kupp;Germany;Limbach-Oberfrohna;Trierer StraAYe 49a Ayl 54441 Germany;4.962.913;6.553.654;1000;No;No;Farm to table
BerghofstA 1 4ble;Germany;Ludwigsburg;Markus-Ruf-StraAYe Bad Bellingen 79415 Germany;477.337.074;75.684.094;1000;No;No;Farm to table International
Schwarzmatt;Germany;Ayl;SchwarzmattstraAYe 6a Badenweiler 79410 Germany;478.036.044;76.789.303;1000;No;No;Classic Cuisine
mondi;Germany;Bad Bellingen;WilhelmshAPher Allee 34 Kassel 34117 Germany;513.120.159;94.806.055;1000;No;No;Modern Cuisine Farm to table
Heiderand;Germany;Badenweiler;Ullersdorfer Platz 4 Dresden 01324 Germany;510.623.119;13.855.478;1000;No;No;Modern Cuisine
Villa s Wine Dine;Germany;Kassel;MoselstraAYe 5 Reil an der Mosel 56861 Germany;500.188.703;71.191.245;1000;No;No;Contemporary
Vinophil;Germany;Dresden;Max-Roth-StraAYe 16 Gaggenau 76571 Germany;487.875.461;833.773;1000;No;No;Contemporary Regional Cuisine
Genusswerkstatt Lodner;Germany;Reil an der Mosel;ImhofstraAYe 6 Lauingen 89415 Germany;485.702.318;104.313.508;1000;No;No;Seasonal Cuisine Creative
PUR;Germany;Gaggenau;NeuwerkstraAYe 9 LA 1 4tjenburg 24321 Germany;5.429.379;105.880.712;100;No;No;Farm to table Country cooking
Brauereigasthof Aying;Germany;Lauingen;Zornedinger StraAYe 2 Aying 85653 Germany;479.707.646;117.805.504;1000;No;No;Farm to table Country cooking
Gasthof Widmann;Germany;LA 1 4tjenburg;BergstraAYe 4 Maisach 82216 Germany;482.423.572;112.739.916;1000;No;No;International Seasonal Cuisine
Die KlosterschA nke;Germany;Aying;KlosterschA nke 1 Baden-Baden 76530 Germany;487.452.103;81.978.966;1000;No;No;International Seasonal Cuisine
Mine;Germany;Maisach;MeinekestraAYe 10 Berlin 10719 Germany;525.007.603;133.286.263;1000;No;No;Italian Contemporary
Appare;Germany;Baden-Baden;BalduinstraAYe 10 Cologne 50676 Germany;509.344.748;69.414.601;1000;No;No;Japanese Traditional Cuisine
Schlosskeller;Germany;Berlin;SchwAPbber 9 Aerzen 31855 Germany;520.694.668;9.251.853;1000;No;No;Farm to table International
Le Comptoir;Germany;Cologne;FAPrsterstraAYe 15 SaarbrA 1 4cken 66111 Germany;492.359.075;69.989.004;1000;No;No;Creative Farm to table
DAS GOLDSTEIN BY GOLLNER S;Germany;Aerzen;Goldsteintal 50 Wiesbaden 65207 Germany;501.174.633;8.255.769;1000;No;No;Seasonal Cuisine Farm to table
The Sakai;Germany;SaarbrA 1 4cken;HedderichstraAYe 69 Frankfurt on the Main 60596 Germany;500.983;86.823;1000;No;No;Japanese Contemporary European
Fine Dining by Phillip Probst;Germany;Wiesbaden;ColumbusstraAYe 67 Bremerhaven 27568 Germany;535.461.882;85.738.941;1000;No;No;Modern Cuisine Creative
Regional;Germany;Frankfurt on the Main;St -Erentrudis-StraAYe 12 Freiburg im Breisgau 79112 Germany;479.688.739;76.987.756;1000;No;No;Regional Cuisine
Das Bootshaus;Germany;Bremerhaven;HafenstraAYe 47a Bingen am Rhein 55411 Germany;49.970.363;791.207;1000;No;No;Contemporary Farm to table
Das Esszimmer;Germany;Freiburg im Breisgau;HostmannstraAYe 37 Celle 29221 Germany;526.163.378;100.895.916;1000;No;No;Modern Cuisine
Der Dantler;Germany;Bingen am Rhein;WerinherstraAYe 15 Munich 81541 Germany;481.153.822;115.829.932;1000;No;No;Modern Cuisine Country cooking
Lamm;Germany;Celle;Baltringer StraAYe 14 Maselheim 88437 Germany;481.534.478;98.699.692;1000;No;No;Country cooking Modern Cuisine
Lockstein 1;Germany;Munich;LocksteinstraAYe 1 Berchtesgaden 83471 Germany;476.370.931;130.061.278;1000;No;No;Vegetarian Farm to table
Fleur de Sel;Germany;Maselheim;FlorscheidstraAYe 19 Maintal 63477 Germany;501.354.702;88.330.512;1000;No;No;Classic French Farm to table
Schwitzer s PUR;Germany;Berchtesgaden;Etzenroter StraAYe 4 Waldbronn 76337 Germany;489.206.899;84.754.317;1000;No;No;Seasonal Cuisine International
Gasthaus Assenmacher;Germany;Maintal;BrA 1 4ckenstraAYe 12 Altenahr 53505 Germany;505.168.466;6.991.215;1000;No;No;International
KRasserie im verveau;Germany;Waldbronn;Zur Feuerwache 5 Krefeld 47805 Germany;513.283.475;65.824.909;1000;No;No;International Modern Cuisine
Abt- und SchA ferstube;Germany;Altenahr;Schafhof 1 Amorbach 63916 Germany;496.400.568;91.951.067;1000;No;No;Classic French Farm to table
Papageno zur Schweizer Grenze;Germany;Krefeld;Gottlieber StraAYe 64 Constance 78462 Germany;476.633.136;91.606.485;1000;No;No;Classic Cuisine Mediterranean Cuisine
Trichards;Germany;Amorbach;ReitmorstraAYe 21 Munich 80538 Germany;481.405.196;115.925.859;1000;No;No;Classic French Seasonal Cuisine
Carte blanche;Germany;Constance;EgenolffstraAYe 39 Frankfurt on the Main 60316 Germany;501.261.891;86.922.776;1000;No;No;Farm to table Modern Cuisine
Luis Dias - Das Restaurant;Germany;Munich;Wilhelmstr 35a Cologne 50996 Germany;508.937.031;69.919.154;1000;No;No;Mediterranean Cuisine Classic Cuisine
Valentin;Germany;Frankfurt on the Main;In der Grub 28A Lindau 88131 Germany;475.473.404;96.847.977;1000;No;No;Contemporary International
Gut Steinbach;Germany;Cologne;Steinbachweg 10 Reit im Winkl 83242 Germany;476.670.364;124.810.356;100;No;No;Regional Cuisine International
Schranners Waldhorn;Germany;Lindau;SchAPnbuchstraAYe 49 TA 1 4bingen 72074 Germany;485.606.015;90.625.281;1000;No;No;Classic Cuisine
Bistro;Germany;Reit im Winkl;Monheimsallee 52 Aachen 52062 Germany;507.813.724;60.908.623;1000;No;No;Classic French Mediterranean Cuisine
Gocklwirt;Germany;TA 1 4bingen;WeinbergstraAYe 9 Stephanskirchen 83071 Germany;478.591.966;122.043.484;100;No;No;Home Cooking International
CLYNe - Das Restaurant;Germany;Aachen;GroAYe Greifengasse 5 Speyer 67346 Germany;493.183.951;8.434.615;1000;No;No;Country cooking Regional Cuisine
Lazarus Stube im OberschwA bischen Hof;Germany;Stephanskirchen;HauptstraAYe 9 Schwendi 88477 Germany;481.759.407;9.975.697;1000;No;No;Farm to table Country cooking
Pure Wine Food;Germany;Speyer;NeureutherstraAYe 15 Munich 80799 Germany;481.546.335;115.724.335;1000;No;No;Mediterranean Cuisine Farm to table
Gutshaus Kubbelkow;Germany;Schwendi;Im Dorfe 8 Klein Kubbelkow 18528 Germany;544.046.211;133.818.576;1000;No;No;International
Rolin;Germany;Munich;Fahltskamp 48 Pinneberg 25421 Germany;536.579.397;98.069.029;1000;No;No;International Classic Cuisine
Hackbarth s Restaurant;Germany;Klein Kubbelkow;Im Lipperfeld 44 Oberhausen 46047 Germany;514.870.236;68.673.137;1000;No;No;Modern Cuisine Farm to table
DAS BERNHARDS;Germany;Pinneberg;Marienplatz 2 Oberaudorf 83080 Germany;476.474.076;121.737.002;1000;No;No;Farm to table
Zirbelstube;Germany;Oberhausen;Friedrich-Overbeck-StraAYe 1 Nuremberg 90455 Germany;493.730.097;110.989.573;1000;No;No;Country cooking Farm to table
HermannshAPhle;Germany;Oberaudorf;HermannshAPhle 1 Niederhausen 55585 Germany;497.910.422;77.646.243;1000;No;No;Classic Cuisine Country cooking
Am Kamin;Germany;Nuremberg;PropstenstraAYe 13 NeumA 1 4nster 24534 Germany;540.677.653;99.864.595;1000;No;No;Classic Cuisine Farm to table
H manns;Germany;Niederhausen;Am Goldberg 2 Neuleiningen 67271 Germany;495.434.241;81.406.129;1000;No;No;Classic Cuisine
JagstmA 1 4hle;Germany;NeumA 1 4nster;JagstmA 1 4hlenweg 10 Mulfingen 74673 Germany;493.139.977;98.061.246;1000;No;No;Classic French Farm to table
RA 1 4ssel s Hasenpfeffer;Germany;Neuleiningen;BA 1 4dlicherbrA 1 4ck 1 Naurath Wald 54426 Germany;497.680.632;68.919.688;1000;No;No;Country cooking Traditional Cuisine
Gaststube Zum KlosterbrA u;Germany;Mulfingen;Kirchplatz 1 Neuburg an der Donau 86633 Germany;487.832.727;111.423.405;1000;No;No;Bavarian Seasonal Cuisine
Bavarie;Germany;Naurath Wald;Am Olympiapark 1 Munich 80331 Germany;481.781.547;11.556.206;1000;No;No;Farm to table French
Garden-Restaurant;Germany;Neuburg an der Donau;Promenadeplatz 2 Munich 80333 Germany;481.402.445;115.735.276;1000;No;No;Contemporary International
Novalis;Germany;Munich;Hinterhaus 11a NAPrten-Hardenberg 37176 Germany;516.286.538;99.492.496;1000;No;No;Classic Cuisine International
Kaisers Eck;Germany;Munich;KaiserstraAYe 1 Ahlbeck 17419 Germany;53.939.882;14.189.415;1000;No;No;Regional European Country cooking
Klebers;Germany;NAPrten-Hardenberg;PoststraAYe 1 Bad Saulgau 88348 Germany;480.151.409;95.011.325;1000;No;No;International Farm to table
Gengs Linde;Germany;Ahlbeck;St -Gallus-StraAYe 37 StA 1 4hlingen 79780 Germany;477.415.054;83.895.602;1000;No;No;Traditional Cuisine Mediterranean Cuisine
Gasthof SchA 1 4tte;Germany;Bad Saulgau;Eggeweg 2 Schmallenberg 57392 Germany;511.583.551;83.735.128;1000;No;No;Regional Cuisine Classic Cuisine
Zum Ochsen;Germany;StA 1 4hlingen;Ludwig-Uhland-StraAYe 18 SchAPnwald im Schwarzwald 78141 Germany;481.018.786;82.062.829;1000;No;No;Country cooking
Gourmetrestaurant 1751;Germany;Schmallenberg;SchusterstraAYe 15 Schwerin 19055 Germany;536.279.798;114.138.737;1000;No;No;International Mediterranean Cuisine
Beesten;Germany;SchAPnwald im Schwarzwald;EichenstraAYe 3 Rheine 48431 Germany;522.828.443;74.282.786;1000;No;No;Classic Cuisine Farm to table
Kreutzer s;Germany;Schwerin;Prinz-Ludwig-StraAYe 15a Regensburg 93055 Germany;490.165.603;121.211.883;1000;No;No;International Meats and Grills
Lumperhof;Germany;Rheine;Lumper 1 Ravensburg 88212 Germany;47.772.555;96.299.325;1000;No;No;Country cooking Farm to table
Sansibar;Germany;Regensburg;HAPrnumer StraAYe 80 Rantum 25980 Germany;548.144.874;8.285.324;1000;No;No;International Seasonal Cuisine
Schloss Monaise;Germany;Ravensburg;Schloss Monaise 7 Trier 54294 Germany;497.172.235;65.998.745;1000;No;No;Classic French
freistil;Germany;Rantum;Schweineberg 20 Ofterschwang 87527 Germany;474.953.154;102.595.888;1000;No;No;Modern Cuisine Seasonal Cuisine
Forsthaus Hessenstein;Germany;Trier;Hessenstein 1 Panker 24321 Germany;54.328.214;10.546.505;1000;No;No;Farm to table Country cooking
PostschA nke;Germany;Ofterschwang;Altenberger-Dom-StraAYe 23 Odenthal 51519 Germany;510.323.821;71.149.717;1000;No;No;Farm to table
SA 1 4lbecker Krug;Germany;Panker;Mindener StraAYe 6 NienstA dt 31688 Germany;522.889.268;91.520.453;1000;No;No;Meats and Grills International
Kaiserblick;Germany;Odenthal;Kirchgasse 10 a Nideggen 52385 Germany;506.892.515;64.797.331;1000;No;No;Farm to table
Spinne;Germany;NienstA dt;Eichkehle 58 Neustadt an der WeinstraAYe 67433 Germany;493.715.256;81.425.625;1000;No;No;Country cooking Farm to table
Das Esszimmer;Germany;Nideggen;Hintergasse 38 Neustadt an der WeinstraAYe 67433 Germany;493.550.637;81.381.553;1000;No;No;Mediterranean Cuisine
Spitzweg;Germany;Neustadt an der WeinstraAYe;Glockhammer 43a Neuss 41460 Germany;512.000.702;66.928.002;1000;No;No;Farm to table International
Ostaria da Gino;Germany;Neustadt an der WeinstraAYe;QuerstraAYe 3 Nagold 72202 Germany;485.509.829;87.254.793;1000;No;No;Italian Seasonal Cuisine
Gute Stube im Parkhotel;Germany;Neuss;SchA ferstraAYe 109 Herne 44623 Germany;515.439.598;72.355.292;1000;No;No;Modern Cuisine Seasonal Cuisine
Vinaiolo;Germany;Nagold;SteinstraAYe 42 Munich 81667 Germany;481.312.236;115.960.025;1000;No;No;Italian
KA fer-SchA nke;Germany;Herne;PrinzregentenstraAYe 73 Munich 81675 Germany;481.404.683;116.020.537;1000;No;No;Seasonal Cuisine
Nymphenburger Hof;Germany;Munich;Nymphenburger StraAYe 24 Munich 80335 Germany;481.489.563;115.523.732;1000;No;No;International Classic Cuisine
Culinarium;Germany;Munich;WeinstraAYe 5 Nittel 54453 Germany;496.536.225;6.443.146;1000;No;No;Farm to table
Brasserie Nodhausen;Germany;Munich;Nodhausen 1 Neuwied 56567 Germany;504.543.977;74.629.197;1000;No;No;Farm to table French Contemporary
Herzog von Burgund;Germany;Nittel;ErftstraAYe 88 Neuss 41460 Germany;511.963.766;66.903.176;1000;No;No;Farm to table Classic Cuisine
Martinelli;Germany;Neuwied;Wilhelm-DieAY-Weg 2 Munich 81927 Germany;48.156.136;116.369.142;1000;No;No;Italian Italian Contemporary
Torkel;Germany;Neuss;Seehalde 14 Nonnenhorn 88149 Germany;475.755.272;96.114.549;1000;No;No;Farm to table
Rocca Riviera;Germany;Munich;Wittelsbacherplatz 2 Munich 80333 Germany;481.438.581;115.758.705;1000;No;No;Mediterranean Cuisine Italian
Schwarzreiter Restaurant;Germany;Nonnenhorn;MaximilianstraAYe 17 Munich 80539 Germany;481.389.386;115.815.301;1000;No;No;Modern Cuisine Country cooking
Gasthof Ochsen;Germany;Munich;BA 1 4rgelnstraAYe 32 MA 1 4llheim 79379 Germany;477.726.941;76.434.311;100;No;No;Country cooking
PfistermA 1 4hle;Germany;Munich;PfisterstraAYe 4 Munich 80331 Germany;481.379.992;115.799.081;1000;No;No;Country cooking Modern Cuisine
Kurlbaum;Germany;MA 1 4llheim;BurgstraAYe 7 Moers 47441 Germany;514.505.954;66.269.259;1000;No;No;Classic Cuisine Farm to table
Stern s Restaurant;Germany;Munich;Linggplatz 11 Bad Hersfeld 36251 Germany;508.677.434;97.061.864;1000;No;No;Country cooking International
La BohA me;Germany;Moers;LeopoldstraAYe 180 Munich 80804 Germany;48.173.077;115.866.625;1000;No;No;Meats and Grills Seasonal Cuisine
Brasserie Les Deux;Germany;Bad Hersfeld;MaffeistraAYe 3a Munich 80333 Germany;481.393.129;115.746.986;1000;No;No;International Contemporary
Le Stollberg;Germany;Munich;StollbergstraAYe 2 Munich 80539 Germany;4.813.619;1.158.263;1000;No;No;Classic Cuisine Mediterranean Cuisine
Altes Brauhaus;Germany;Munich;WurmstraAYe 4 Heinsberg 52525 Germany;510.731.132;61.248.508;1000;No;No;Classic Cuisine Country cooking
Altes Rathaus by What the Food;Germany;Munich;MarktstraAYe 47 Winnenden 71364 Germany;488.762.127;93.990.693;1000;No;No;Creative Farm to table
sushi Lounge;Germany;Heinsberg;Karl-Weiser-StraAYe 1 Mainz 55131 Germany;499.899.484;82.895.679;1000;No;No;Sushi
MA 1 4llers auf Norderney;Germany;Winnenden;Am Weststrand 3 Norderney 26548 Germany;5.370.299;714.138;1000;No;No;Contemporary Fusion
Pageou;Germany;Mainz;Kardinal-Faulhaber-StraAYe 10 Munich 80333 Germany;48.140.755;115.746.251;1000;No;No;Mediterranean Cuisine
Schorn;Germany;Norderney;MartinstraAYe 46a DA 1 4sseldorf 40223 Germany;51.208.618;67.636.413;1000;No;No;Contemporary
MA 1 4llers auf der RA 1 4;Germany;Munich;RA 1 4ttenscheider StraAYe 62 Essen 45130 Germany;514.377.929;7.005.258;1000;No;No;Seasonal Cuisine Farm to table
Hirsch;Germany;DA 1 4sseldorf;GerbereistraAYe 20 Kehl 77694 Germany;48.569.164;78.740.597;1000;No;No;Country cooking International
Der Kaiserhof;Germany;Essen;HauptstraAYe 4 Guldental 55452 Germany;498.913.984;7.844.836;1000;No;No;Seasonal Cuisine Farm to table
Benders;Germany;Kehl;SilcherstraAYe 1 Birkenfeld 75217 Germany;488.710.277;86.400.613;1000;No;No;Modern Cuisine
DAS MAXI - GENUSSREICH;Germany;Guldental;FreibergstraAYe 21 Oberstdorf 87561 Germany;474.053.349;102.707.141;1000;No;No;Seasonal Cuisine International
La Citadelle;Germany;Birkenfeld;9 place de la Motte ChAC teaubriant 44110 France;477.179.537;-13.774.407;1000;No;No;Modern Cuisine
La Table - Maison Lobies;Germany;Oberstdorf;2 rue Porte-d en-Haut Chevannes 89240 France;477.513.615;34.911.824;1000;No;No;Traditional Cuisine
Au Marquis de Terme;France;ChAC teaubriant;3 route de Rauzan Margaux 33460 France;450.385.925;-0.6774396;1000;No;No;Modern Cuisine
Partage;France;Chevannes;19 rue du Docteur-Stoltz Andlau 67140 France;483.871.065;74.168.166;1000;No;No;Modern Cuisine
Penati al Baretto;France;Margaux;94 boulevard de la Tour-Maubourg Paris 75007 France;488.542.331;230.954;1000;No;No;Italian
Akabeko;France;Andlau;40 rue de l UniversitA c Paris 75007 France;488.575.543;23.282.805;1000;No;No;Fusion
La Grange de PA c pA c;France;Paris;Domaine de Suzel 267 route de Suzel Vignieu 38890 France;456.344.776;54.335.195;1000;No;No;Modern Cuisine Creative
Menna;France;Paris;7 rue de Bernis NA r mes 30000 France;438.368.781;43.581.684;1000;No;No;Mediterranean Cuisine
L Atelier du Nord;France;Vignieu;Dock 2 Quai Carnot BAC timent Ouest CriA c e Concarneau 29900 France;47.875.222;-39.149.262;1000;No;No;Fusion Modern Cuisine
Flaveurs - Domaine Mont-Riant;France;NA r mes;1 avenue des FrA res-BarthA c lA c my JuranASSon 64110 France;432.838.644;-0.4130548;1000;No;No;Modern Cuisine
Base Kamp by AA-nata;France;Concarneau;Le K2 Altitude 356 route de l Altiport Courchevel 1850 Courchevel 73120 France;454.024.897;66.380.402;1000;No;No;Lebanese
L Attanum;France;JuranASSon;64 place de la Nation Saint-Yrieix-la-Perche 87500 France;455.090.743;12.026.841;1000;No;No;Modern Cuisine Creative
Le Canon;France;Courchevel;23 rue Meyerbeer Nice 06000 France;436.970.428;72.604.437;1000;No;No;Modern Cuisine Country cooking
Jupi;France;Saint-Yrieix-la-Perche;25 rue des Dames Paris 75017 France;488.845.239;2.324.428;1000;No;No;Modern Cuisine
Maison Pavlov;France;Nice;199 avenue de la LibA c ration-Charles-de-Gaulle Le Bouscat 33110 France;448.625.361;-0.6015408;1000;No;No;Modern Cuisine
L Intangible;France;Paris;ChAC teau de la BousquA c tariA c Lempaut 81700 France;435.332.973;20.769.507;1000;No;No;Modern Cuisine
La Mangeoire;France;Le Bouscat;Le Bourg Floirac 46600 France;449.154.332;16.545.517;1000;No;No;Modern Cuisine
Rond de Carotte;France;Lempaut;50 rue de la Vignette Saint-Gervais-les-Bains 74170 France;458.938.363;67.116.384;1000;No;No;Modern Cuisine
Sao;France;Floirac;1 quai Neuf Quimper 29000 France;479.901.667;-41.124.614;1000;No;No;Creative
Cheri Bibi;France;Saint-Gervais-les-Bains;50 rue d Espagne Biarritz 64200 France;43.474.524;-15.638.501;1000;No;No;Modern Cuisine
Mieux;France;Quimper;21 rue Saint-Lazare Paris 75009 France;488.767.047;23.369.895;1000;No;No;Modern Cuisine
Vacarme;France;Biarritz;5 rue des Bons-FranASSais Nantes 44000 France;472.165.756;-15.551.029;1000;No;No;Contemporary
ZA c phirine;France;Paris;62 rue de l AbbA c -de-l A 0pA c e Bordeaux 33000 France;448.419.586;-0.5827008;1000;No;No;Modern Cuisine
